S.NO,Name,Address,Phone,Email,Category,Type
496,Achintya Blood Centre,"164-C, Near MKD Mall , Friends Colony, Etawah, Etawah, Dist. Etawah",7055025666,achintyabloodbanketawah@gmail.com,Charitable/Vol,Camps
497,Agra Charitable Blood Center,"157 IInd floor Nehru Nagar Agra, Agra, Dist. Agra",8869852124,indresh.purvi1@gmail.com,Charitable/Vol,Camps
498,AJAY SANGAAL INSTITUTE OF MEDICAL SCIENCES AND RESEARCH AND AYUSHMAAN HOSPITAL BLOOD CENTRE,"Merrut Karnal Road, Village Rajjak Nagar, Town jhinjhana, JHINJHANA, Dist. Shamli",9991887321,bloodcenter@asimsr.com,Private,Camps
499,A.K.Charitable blood Centre,"Nehtaur Road Near police station chandpur Bijnor, Bijnor, Dist. Bijnor","7535876478, 9690750211",akcharitablebloodbank@gmail.com,Charitable/Vol,Camps
500,Aligarh charitable blood center,"Aligarh charitable blood center pathak plaza 1st floor quarsi chauraha ramghat road Aligarh , Aligarh, Dist. Aligarh",8755414355,Aligarhcbb@gmail.com,Charitable/Vol,Camps
501,Allahabad Nursing Home Association Charitable Blood Centre,"58B/46, Lal bhadur Shashtri Marg, Civil Line, Prayagraj, Prayagraj, Dist. Prayagraj",6394783774,anhacbc2021@gmail.com,Charitable/Vol,Camps
502,Amrapali Hospital AND Trauma Centre,"E-3, NH1, Amrapali Yojana, Dubagga, Lucknow, Dist. Lucknow",9335603127,shyamdrsingh@gmail.com,Private,Camps
503,Amrit Charitable Blood Centre,"Amrit Charitable Blood Bank, 3 Jaumna Complex, 100 Futa X-ing, Shamshabad Road, Agra, Agra, Dist. Agra",7351002664,amritcharitablesociety@gmail.com,Charitable/Vol,Camps
504,Anita Hospital And Blood Centre Jaunpur,"Alkhansarai Rasoolpur Shahganj, Shahganj , Dist. Jaunpur",9628991177,bloodbankanitahospital@gmail.com,Private,Camps
505,APANA BLOOD BANK,"APANA BLOOD BANK ( A UNIT OF JK HOSPITAL) Ground Floor ,314,Near Datawali Furrukhabad Road,Etawah U.P 206001,  JK hospital near datawali farukhabad road etawah 206001, Etawah, Dist. Etawah",8006001000,apanabbetawah@gmail.com,Private,Camps
506,Apna Charitable Blood AND Component Centre,"Khasra No. 398, Andawa Chauraha, 1st Floor, Bikaner Sweet House, mauja-katka, Pargana- jhunsiTehsil- Phulpur, District- Prayagraj, Jhunsi, Dist. Prayagraj",7380499666,apnabloodbankald@gmail.com,Charitable/Vol,Camps
507,Apollo city charitable blood center,"Khasara No.87,647/071 O.P.Complex First Floor Sixty Fit Road Near Mulayam Tiraha Janakipuram Lucknow, Lucknow, Dist. Lucknow",8004142000,apollocity.acbc@gmail.com,Charitable/Vol,Camps
508,Arnav charitable blood centre,"751 Jauhardeeh muradabad,Akbarpur, Akbarpur, Dist. Ambedkar Nagar",6934447112,Arnavcharitablebloodcenter@gmail.com,Charitable/Vol,Camps
509,Asha Charitable  Blood Centre,"House No  473 Khushkhushwapur balipur Bahagwachungi Kachari  Road, Pratapgarh, Dist. Pratapgarh",9161232323,ashacharitablebloodcentre@gmail.com,Charitable/Vol,Camps
510,ASHIRWAD BLOOD CENTRE,"A-109 & A-111, Lajpat Nagar, Opp Katghar Kotwali, MORADABAD, Dist. Moradabad",9927054371,ashirwadbloodcentre@gmail.com,Private,Camps
511,Astha Hospital Blood Centre,"Front Of Anand Bhawan , Durgapuri Colony Deva Road , Nawabganj, Dist. Bara Banki",9935404042,asthabloodcentresn@gmail.com,Private,Camps
512,"Autonomous State Medical College, Shahjahanpur","Autonomous State Medical College, Near Mumukshu Ashram, Ajeezganj, Shahjahanpur , Shahjahanpur, Dist. Shahjahanpur",9453287197,bloodbankspn@gmail.com,Govt.,Camps
513,Avani Paridhi Blood Center,"B 58-59 avas vikas , chilla Road, Banda, Banda, Dist. Banda",9415590121,phoolchand414243@gmail.com,Private,Camps
514,Ayodhya Charitable Blood Centre,"First Floor & Second Floor, R.K. Complex, Japti Wazir Ganj, Near Shri Ram Guest House, Ayodhya, Dist. Ayodhya",9453000064,ayodhyacbb@gmail.com,Charitable/Vol,Camps
515,Ayushman Charitable Blood Centre,"Basement Floor, khasra No. 51/1 & 51/2, Sanjay Gandhi Colony G.T. Road, Near Etah Chungi, District -Aligarh (U.P.), Aligarh, Dist. Aligarh",8954039636,ayushmancbcaligarh@gmail.com,Charitable/Vol,Camps
516,Bachcha hospital blood centre,"1st & 2nd Floor, Bachcha Hospital, Shehzadi Sarai, Moradabad Road, Sambhal, Dist. Sambhal",9837365256,bhbcsambhal@gmail.com,Private,Camps
517,BALLIA CITY CHARITABLE BLOOD CENTER (Run by Fatima Welfare Society),"Ground and Basement Floor, Khasra number 165 Baheri Ballia, Balia, Dist. Ballia",8239120952,bloodballiia512@gmail.com,Charitable/Vol,Camps
518,Bapu Blood Centre,"Bapu Blood Centre  Mithrah hospital. near sports Stadium ramghat road aligarh, Aligarh, Dist. Aligarh",9720474840,bapubloodbank@gmail.com,Private,Camps
519,Bareilly Charitable Blood Center,"213/2,214/2 First floor,Bramhpura Hazipura, Stadium Road, Opp. Model Town Police Chowki, Bareilly, Dist. Bareilly",9559069732,gauravkatiyar548@gmail.com,Charitable/Vol,Camps
520,Basti Trauma Centre Blood Centre,"near- kartar takij malviya road basti, Basti, Dist. Basti",9918277783,basti.traumacenter@gmail.com,Private,Camps
521,Bhagwan Buddha Charitable Blood Centre,"S-1/252 A-2,First Floor, Araji no 7/1,Mauza Sarsauli Narayanpur,Shivpur,Dist-Varanasi-U.P, Varanasi, Dist. Varanasi",9999309749,bbcbc2023@gmail.com,Charitable/Vol,Camps
522,Bharat Charitable Blood Center,"Lighting Lamp Foundation Trust, khasra 307, Habbeb Nagar, gali ne 2, near ekta Vihar colony Rampur Dohra, Moradabad, Dist. Moradabad",7900354876,ksp5250@gmail.com,Charitable/Vol,Camps
523,Bharat Sewa Charitable Blood Centre,"ast 2nd floor plat no 74-75, Ganga Enclave, Loni, Ghaziabad, Dist. Ghaziabad",8920678802,bharatsewabloodcentre@gmail.com,Charitable/Vol,Camps
524,BIJNOR CHARITABLE BLOOD CENTER,"Najibabad road station chauraha Opp.Union Bank bijnor, Bijnor, Dist. Bijnor",7310710756,bijnorcharitablebloodbank@gmail.com,Charitable/Vol,Camps
525,Blood Bank Health city Vistar Blood Centre,"3rd Floor Plot No.4/B-1330,Sector-4,Vasant Khand Gomti Nagar Vistar Yojna, Lucknow, Dist. Lucknow",6388734107,hcvbclko1@gmail.com,Private,Camps
526,"Blood Bank, Pt. Kamla Pati Tripathi District Combined Hospital, Chandauli","Pt. Kamlapati Joint District Hospital, Chandauli, Dist. Chandauli",9450242778,bloodbankchandauli@gmail.com,Govt.,Camps
527,Blood Bank UNIQUE CHARITABLE BLOOD CENTER,"CP409/12 RTO OFFICE SHASTRI NAGAR, Meerut, Dist. Meerut",9870991871,FOUNDATIONKHANAK@GMAIL.COM,Charitable/Vol,Camps
528,BLOOD CENTER DISTRICT HOSPITAL JHANSI UP,"Blood Bank Distt Hospital Jhansi, Near  Minarwa Chauraha, Jhansi, U.P., Jhansi, Dist. Jhansi",8546004449,bbdhjhansi@gmail.com,Govt.,Camps
529,BLOOD CENTRE AIIMS Gorakhpur,"Blood Centre, Ground Floor, IPD East, AIIMS, Gorakhpur, Dist. Gorakhpur",6392418566,drsaurabhm@aiimsgorakhpur.edu.in,Govt.,Camps
530,Blood Centre Air Force Hospital,"7-Star Force Hospital, Kanpur, Dist. Kanpur Nagar","8765067933, 9651941352",docdrshivaani@gmail.com,Govt.,Camps
531,Blood Centre And Component Center,"Blood bank and component center (charitable) ,Meerut road,shamli, Shamli, Dist. Shamli",9917202020,bloodbankandcomponentshamli@gmail.com,Charitable/Vol,Camps
532,Blood Centre Astha Hospital,"Aastha Multi Specialty Hospital, Near P.N. Sharma Park, Delhi Road, Baraut, Baagpat, Baghpat, Dist. Baghpat",9837141707,asthahospital178@gmail.com,Private,Camps
533,Blood Centre Brd Medical College,"B.R.D. Medical College, Gorakhpur, Gorakhpur, Dist. Gorakhpur",9554510567,bloodbankbrdmc1999@gmail.com,Govt.,Camps
534,Blood Centre Combined District Hospital Kanpur Dehat,"District Hospital, Kanpur Dehat, AKBARPUR  KD, Kanpur Dehat, Dist. Kanpur Dehat",8840338099,akbarpurbloodbank70@gmail.com,Govt.,Camps
535,Blood Centre Dev Nandani Hospital,"Near Gar Chungi Railway Crossing, Garh Road, Hapur, Ghaziabad, Dist. Hapur",9335358989,drkshiv@yahoo.com,Private,Camps
536,Blood Centre District Combined Hospital Chitrakoot,"Joint District Hospital, Sonepur, Karwi, Chitrakoot, Chitrakoot, Dist. Chitrakoot",8005192745,cmschitrakoot@rediffmail.com,Govt.,Camps
537,Blood Centre District Hospital,"District Hospital, Gonda, 9557848085, Gonda, Dist. Gonda",9935010080,bloodbankgonda@gmail.com,Govt.,Camps
538,Blood Centre District Hospital,"District Hospital, Bijnor, Bijnor, Dist. Bijnor",9412609101,bloodbankbjr@gmail.com,Govt.,Camps
539,Blood Centre District Hospital,"District Hospital, Siddharthnagar, Siddharth Nagar, Dist. Siddharthnagar",8005192740,bloodbanksdr@gmail.com,Govt.,Camps
540,Blood Centre District Hospital,"District Hospital, Bulandshahar, Bulandshahar, Dist. Bulandshahr",9454455186,cms_bsr@yahoo.com,Govt.,Camps
541,Blood Centre District Hospital,"District Hospital, Faizabad, Ayodhya, Dist. Ayodhya",7275730309,bloodbankdhayodhya986@gmail.com,Govt.,Camps
542,Blood Centre District Hospital,"District Hospital, Deoria, MDBASMC SAKET NAGAR DEORIA, Deoria, Dist. Deoria",9450944048,bloodbankdhd2008@gmail.com,Govt.,Camps
543,Blood Centre District Hospital,"Blood Bank Divisional District Hospital, Azamgarh, harra ki chungi  azamgarh, Azamgarh, Dist. Azamgarh",9355493403,bloodbank276001@gmail.com,Govt.,Camps
544,Blood Centre District Hospital,"District Hospital, Muzaffarnagar, Muzaffarnagar, Dist. Muzaffarnagar",9528911454,cmsbbmznr@gmail.com,Govt.,Camps
545,"Blood Centre, District Hospital","District Hospital, Agra, Agra, Dist. Agra",9675532224,bbdhagra@gmail.com,Govt.,Camps
546,Blood Centre District Hospital Amroha,"Jyotiba Phule Nagar, Amroha, Dist. Amroha",6398020556,dchjpn@gmail.com,Govt.,Camps
547,Blood Centre District Hospital Banda,"District Hospital, Banda, Dist. Banda",9027639714,bloodbankbandanew@gmail.com,Govt.,Camps
548,Blood Centre District Hospital Basti,"District Hospital, Basti, Basti, Dist. Basti",9415042525,disthosbasti000@rediffmail.com,Govt.,Camps
549,Blood Centre District Hospital Ghazipur,"DH, Ghazipur, Dist. Ghazipur","9889219349,0548-2220173,7571875582",kumarsinghsaket86@gmail.com,Govt.,Camps
550,Blood Centre District Hospital Lakhimpur Khiri,"Police Line, Lakhimpur, Dist. Lakhimpur Kheri",9412377198,bbkheri@gmail.com,Govt.,Camps
551,Blood Centre District Hospital Mahoba,"DH hospital Gandhi nagar mahoba , Mahoba, Dist. Mahoba","6394047765,05281-256986,8560419295",Cmsdhmahoba1@gmail.com,Govt.,Camps
552,"Blood Centre, District Hospital, Mathura","District Hospital, Mathura, Mathura, Dist. Mathura","9651770905,0565-2501655",sharma.sushila55@gmail.com,Govt.,Camps
553,Blood Centre District Hospital Moradabad,"Blood Bank District Hospital Civil Line , Moradabad, Moradabad, Dist. Moradabad",9412746144,socialkumar@gmail.com,Govt.,Camps
554,Blood Centre District Hospital Orai,"Blood bank d.h orai jalaun, Orai, Dist. Jalaun",7985473150,Bloodbankjalaun@gamil.com,Govt.,Camps
555,Blood Centre District Hospital Raebareli,"District Hospital, Raibareilly, Raebareli, Dist. Raebareli",9455689182,bbdhrbl@gmail.com,Govt.,Camps
556,Blood Centre District Hospital Shravasti,"Joint District Hospital, Shrawasti, Shravasti, Dist. Shravasti","8000819295, 9415717346,9415490457",cmoswti@nic.in,Govt.,Camps
557,Blood Centre District Joint Hospital Hathras,"District Joint Hospital, Hathras, Hathras, Dist. Hathras",9412060193,bloodbankhathras@yahoo.com,Govt.,Camps
558,Blood Centre Era Medical College,"Era Medical College & Hospital, Hardoi Road, Era Medical College & Hospital, Hardoi Road, Lucknow, Dist. Lucknow",9519447718,erabloodbank@gmail.com,Private,Camps
559,Blood Centre Fatima Hospital,"Fatima Hospital Mau Nath Bhanjan, Mau, Dist. Mau",9219869086,fatimahospital@rediffmail.com,Private,Camps
560,Blood Centre F H Hospital,"F.H. Hospital Blood Bank, NH-2, Near Railway Over Bridge, Tundla, Firozabad, Dist. Firozabad",8194027777,principal@fhmc.co.in,Private,Camps
561,Blood Centre Govt. Medical College Ambedkar Nagar,"Mahamaya Rajkiya Allopathic Medical College & Hospital, Saddarpur, Tanda, Ambedkar Nagar, Dist. Ambedkar Nagar",9956775631,bb.gmcambedkarnagar@gmail.com,Govt.,Camps
562,Blood Centre Guru Sri Gorakhnath,"Guru Shri Gorakhnath Chikitsalay Gorakhnath Mandir Parisar, Gorakhpur, Dist. Gorakhpur",8948001076,gorakhnathbloodbank@rediffmail.com,Private,Camps
563,Blood Centre Jasvant Rai Hospital,"JASWANT RAI SPECIALITY HOSPITAL, BLOOD CENTER, MEERUT, Dist. Meerut",7351150555,jrsj.path.bb@gmail.com,Private,Camps
564,Blood Centre Jeevan Deep Hospital,"Indira Mill Crossing, Jeevandeep Road, jamunipur, SRN Bhadohi., Bhadohi, Dist. Bhadohi",9936042720,drgupta.ajit@gmail.com,Private,Camps
565,Blood Centre KAILASH HOSPITAL AND HEART INSTITUTE,"H-33, SEC-27, NOIDA, Noida, Dist. Gautam Buddha Nagar","09871295311,0120-2466666, 09990306040",bloodbank.noida@kailashhealthcare.com,Private,Camps
566,Blood Centre K D Medical College,"K.D. Medical College, Hospital & Research Centre Blood Bank, 24 KM Mile Stone, Mathura-Delhi Road, NH-2, PO-Akbarpur, Chhatta, Kdmc mathura, Mathura, Dist. Mathura",7982567212,kdmchrc@gmail.com,Private,Camps
567,Blood Centre Krishna Hospital,"Near Jaycees Chauraha Umarpur Haribandhanpur Jaunpur, Jaunpur, Dist. Jaunpur",9648709001,khcbldbank123@gmail.com,Private,Camps
568,Blood Centre Lps Institute,"LPS Institute of Cardiology, Kanpur, Dist. Kanpur Nagar",8400561100,hrskanpur2018@gmail.com,Govt.,Camps
569,Blood Centre Mahamritunjaya Hospital,"Mahamritunjai Hospital, Lord Budhha Medical College, Azamgarh, Dist. Azamgarh",9451544692,anuragmathur94@rediff.com,Private,Camps
570,"Blood Centre, Max super speciality Hospital Lucknow","A unit of Starlit medical centre Private limited, Viraj Khand, Gomti Nagar, Lucknow, Dist. Lucknow",5226781683,bloodbank.lko@maxhealthcare.com,Private,Camps
571,Blood Centre Medical College,"Govt. Medical College & Hospital, Orai, Govt. Medical College  Hospital , Jalaun, Dist. Jalaun",9259510100,medical.jalaun@gmail.com,Govt.,Camps
572,Blood Centre Medison Hospital,"Medison  Hospital Pvt. Ltd., Ring Road, D3 durgapuram colony sector 13  vikasnagar near tedhi pulia ring road, Lucknow, Dist. Lucknow",9935896313,faizan1584@gmail.com,Private,Camps
573,Blood Centre Mln Medical College,"SWAROOP RANI NEHRU HOSPITAL, MOTI LAL NEHRU MEDICAL COLLEGE, PRAYAGRAJ, Allahabad, Dist. Prayagraj",9415214308,bbmlnmc@gmail.com,Govt.,Camps
574,Blood Centre Narendra Mohan Hospital,"Narendra Mohan Hospital & Research Centre, Mohan Nagar, GHAZIABAD, Ghaziabad, Dist. Ghaziabad",9899965356,bloodbank@nmh.net.in,Private,Camps
575,Blood centre of DR KNS MEMORIAL INSTITUTE OF MEDICAL SCIENCES FIFTH FLOOR BARABANKI UP,"Faizabad Road Gadia Barabanki- 225001.UP, Barabanki, Dist. Bara Banki",7839614537,bloodbankmims@gmail.com,Private,Camps
576,Blood Centre Pt.Deen Dayal Upadhyaya Hospital,"Pt. DDU Govt. Hospital, Pandeypur, near Mahaveer Mandir, VARANASI, Dist. Varanasi",9151998050,pddh.varanasi@gmail.com,Govt.,Camps
577,Blood Centre Rajshree Institute,"Rajshree Medical Research Institute (Blood Bank), 21 Km, Near Toll Plaza, Rampur Road, Bareilly, Dist. Bareilly",8192000281,rmribly@gmail.com,Private,Camps
578,Blood Centre Ramkrishna Mission Seva Ashram,"Ramkrishna Mission Seva Asharam, Vrindavan, Mathura, Dist. Mathura","9,41,22,26,31,19,83,58,00,00,00,00,00,00,000",rkmvplko@gmail.com,Charitable/Vol,Camps
579,Blood Centre Rohilkhand Hospital,"Rohilkhand Hospital Blood Bank, Banthra, Shahjahanpur, Dist. Shahjahanpur","9,79,27,91,72,29,41,24,00,000",drsatishchandra@rediffmail.com,Private,Camps
580,Blood Centre Santosh Medical College,"Santosh Medical & Dental College, Hospital No.1, Ambedkar Nagar Road, Opposite old bus stand, Ghaziabad, UP., Ghaziabad, Dist. Ghaziabad",7065020700,bloodbank.santoshhosp@gmail.com,Private,Camps
581,Blood Centre Spm Hospital,"S.P.M. Hospital Research and Trauma Centre Blood Bank, C-48, Kalyanpur, Kanpur, Dist. Kanpur Nagar",8090001632,spmhospital07@gmail.com,Private,Camps
582,Blood Centre Uhm District Male Hospital Kanpur Nagar,"UHM Hospital, Kanpur, Dist. Kanpur Nagar",8840154117,uhmbbknp@gmail.com,Govt.,Camps
583,Blood Centre Vivekanand Hospital,"Vivekanand Hospital & Research Centre Blood Bank, Kanth Road, Moradabad, Dist. Moradabad",9665289560,manish.singh-mbd@aimsindia.com,Charitable/Vol,Camps
584,Blood Centre Yashoda Hospital Nehru Nagar Ghaziabad,"Yashoda Hospital & Research Centre Ltd. III-M. Nehru Nagar, Ghaziabad, Dist. Ghaziabad",9717212311,bloodbank.yashoda@gmail.com,Private,Camps
585,Brightstar Hospital Blood Centre,"Sector 16A  New Moradabad Moradabad 244102 U.P, MORADABAD, Dist. Moradabad",9897365488,drchauhanpath@gmail.com,Private,Camps
586,Brijwasi charitable  blood center Blood Bank,"Agarsen chowk masani triha mathura Vrindavan road landmark H.P petrol pump, Mathura, Dist. Mathura",9675692255,brbc3040@gmail.com,Charitable/Vol,Camps
587,Budaun charitable blood centre,"Santokh singh tiraha,opp.Mission English school , Budaun, Dist. Budaun",7455001108,allswards41307@gmail.com,Charitable/Vol,Camps
588,Buland Charitable Blood Centre,"Opp. Bank of Baroad, Delhi Road, Bhoor, Bhoor Chautala, Bulandshahr, Dist. Bulandshahr",9760809106,bulandcharitablebloodcentre@gmail.com,Charitable/Vol,Camps
589,Cantonment General Hospital Blood Centre,"Cantonment General Hospital Blood Centre, 88-270, Sadar Bazar, New Cantt, Prayagraj, Prayagraj, Dist. Prayagraj",9839115670,allahabadcantonment0@gmail.com,Govt.,Camps
590,chandan hospital blood centre,"Basement of chandan hospital vijyant Khand Gomti nagar Lucknow, Lucknow, Dist. Lucknow",9415266713,drvijaysgpgims@gmail.com,Private,Camps
591,Charak Hospital AND Research Center Blood Centre,"Dubagga hardoi Road, Lucknow, Lucknow, Dist. Lucknow",8765111111,charakhospital2014@gmail.com,Private,Camps
592,City Blood Centre,"Basement C-1/1 Lohia Puram, Avas Vikas Colony, Fatehpur Road, Farrukhabad, Dist. Farrukhabad",5692240860,cityhospital.fbd@gmail.com,Private,Camps
593,City Blood Centre Deoband,"DEOBAND HOSPITAL Opp- S.D.M Court G.T Road Deoband, Deoband, Dist. Saharanpur",8607239998,Vgodara13@gmail.com,Private,Camps
594,City Lions Blood Bank,"Manjulike Garden Bajoria Road , Saharanpur, Dist. Saharanpur",9457865809,citylionsbb@gmail.com,Charitable/Vol,Camps
595,Clara Swain Mission Hospital Blood Centre,"Klarashwan Mission Hospital, Blood Bank, Civil Lines, , Bareilly, Dist. Bareilly","8392911102,0581-2500000,9837428720",dr.sangeeta83@rediffmail.com,Private,Camps
596,Cl Memorial Hospital Blood Centre,"C.L. Memorial Hospital Blood Bank, 121/625, Shashtri Nagar, Kanpur, Dist. Kanpur Nagar","0512-222299, 221060, 9839890088",rajeevb52@gmail.com,Private,Camps
597,Combined District Hospital,"Combined District Hospital, Kannauj, Kannauj, Dist. Kannauj",9457472623,bloodbankcdhknj@gmail.com,Govt.,Camps
598,Combined District Hospital Blood Centre,"Combined District Hospital, District  Mau, Mau, Dist. Mau",9415637755,bloodbankmau@gmail.com,Govt.,Camps
599,Combined District Hospital Maharajganj,"Ferenda Road ,Combined District Hospital Maharajganj, Maharajaganj, Dist. Maharajganj",9839081695,bloodbankmaharajganj@gmail.com,Govt.,Camps
600,Community health center dudhi govt. hospital,"WARD NO. 06 NEAR TOWN CLUB CHC DUDHI, Sonebhadra, Dist. Sonbhadra",8188087548,supdtdudhi@gmail.com,Govt.,Camps
601,Crest Hospital blood centre a unit of R.G. Healthcare projects,"R.G. Health Care Projects, Kanth Road, Prem Nagar, Moradabad, Moradabad, Dist. Moradabad",7834892805,cresthospitalbloodcentre@gmail.com,Private,Camps
602,Deoria charitable Blood Centre,"Plot No 354,355,1st floor, In front of Aradhya hospital Sonu Ghat, Deoria, Dist. Deoria",9721257816,deoriacharitable2025@gmail.com,Charitable/Vol,Camps
603,Dhanvantari Charitable Blood Centre,"Khasra No 22, 1st Floor, Madharmau, Khurdhai Bazaar, Sultanpur Road, Lucknow, Dist. Lucknow",9554689647,dhanvantaribloodcenter@gmail.com,Charitable/Vol,Camps
604,District Combined Hospital Sambhal Blood Center,"D H Sambhal, Sambhal, Dist. Sambhal",9897003755,cmssambhal@gmail.com,Govt.,Camps
605,"District Hospital, Hapur Blood Center","Hapur Blood Center, First Floor, District Combined Hospital, Dastoi Road, Hapur (U.P.), Hapur, Dist. Hapur",9925025446,cmsdchhapur@gmail.com,Govt.,Camps
606,District Hospital Sultanpur,"BLOOD BANK SULTANPUR, Sultanpur, Dist. Sultanpur",9696325487,bloodbanksln@gmail.com,Govt.,Camps
607,Divya Charitable Blood Centre,"Plot No. 639, Sai Plaza, Second Floor, Infront of Jeevandeep Group of, Educational Institute, Bada Lalpur, Sindhora Road - Varanasi - 221003, Varanasi, Dist. Varanasi",8429371115,divyacharitablebloodcentre@gmail.com,Charitable/Vol,Camps
608,Dr. B.S. Kushwah Institute of  Medical Sciences Blood Centre,"6th Floor, A-1/8, Lakhanpur, Kanpur Nagar, UP, Lakhanpur, Dist. Kanpur Nagar",9997383587,blood.bank@bskims.com,Private,Camps
609,Dr Lal Singh Memorial Hospital AND Blood Centre,"Gagan Pul, Sambhal-Chandausi Road, Moradabad, Dist. Moradabad",9758498280,drlalsinghmhbc@gmail.com,Private,Camps
610,DR. RAM MANOHAR LOHIYA HOSPITAL,"Office of the Chief Medical Superintendent, District Hospital Farrukhabad , Farrukhabad, Dist. Farrukhabad",9935398070,bloodbankfarrukhabad@gmail.com,Govt.,Camps
611,Dr. Shakuntala Misra Blood Bank,"Plot No. 463/1, Village Anaura, Bijnore, Amausi, Lucknow, Dist. Lucknow",7839564424,drshakuntlamisrabloodbank@gmail.com,Private,Camps
612,Dr Tushar Charitable Blood Center,"431, South Civil Line Numaish Camp Main Road , Numaish Camp Main Road , District -Muzaffarnagar  , Muzaffarnagar, Dist. Muzaffarnagar",8791136069,drtusharcharitable@gmail.com,Charitable/Vol,Camps
613,D Stairs Charitable Blood Centre,"Gc-72 Awas Vikas-1 Kalyanpur Kanpur Nagar , Uttar Pradesh, India, Kanpur Nagar, Dist. Kanpur Nagar",7525000850,dstairs@gmail.com,Charitable/Vol,Camps
614,Durgawati Blood Centre,"Durgawati Blood Centre, Near Bus Stand, Ambedkar Chowk, Barhalganj, Gorakhpur, Barhalganj, Dist. Gorakhpur",8800242625,Tiwari.rishikesh@gmail.com,Private,Camps
615,Etahchari Table Blood Centre,"Ground Floor, Khasra No. 1054, In front of Azad Nagar Gata, Kasganj Road, Etah, Dist. Etah",7060266641,etacharitablebloodcenter007@gmail.com,Charitable/Vol,Camps
616,Ford Blood Centre,"Ford hospital bamanghat, Varansi, Dist. Varanasi",9369028043,fordhospitalbloodbank@gmail.com,Private,Camps
617,Future Care Charitable Blood Centre,"Future Care Charitable Blood Centre, Front of Utraula Tahseel, Dumariyaganj ,1st floor Utraula Balrampur, Utraula, Dist. Balrampur",8808445550,mothermadguriwelfaresociety@gmail.com,Charitable/Vol,Camps
618,Ganga sheel charitable trust blood bank bank,"GangasheelCharitableTrust Blood Bank, A,3 Rampur Garden, same asabvoe, Bareilly, Dist. Bareilly",9219413775,gangasheelbloodbank@123,Charitable/Vol,Camps
619,Geetanjali charitable blood center,"Gatta No. 120, Near Nagar Sahakari Bank. Mehndawal Banshi Road , Khalilabad, District- Sant Kabir Nagar (UP), khalilabad, Dist. Sant Kabir Nagar",8853270922,pathwaysfoundation58@gmail.com,Charitable/Vol,Camps
620,Global Charitable Blood Centre,"D-49, Ganpati city, Baipur, Sikandra, Agra ,First Floor, 417/C Sharma Ganj Nai Basti, Agra Gate Telephone Exchange Wali Gali, Firozabad, U.P., Firozabad, Dist. Firozabad",8979631999,globalfoundationhelp@gmail.com,Charitable/Vol,Camps
621,Gomti Hospital AND Research Centre Pvt Ltd Blood Centre,"Gomti Nagar East, Ayodhya Road, Sultanpur, Dist. Sultanpur","6307440487, 8887948209",gomti.bloodbank@gmail.com,Private,Camps
622,Government Institute of Medical Sciences (blood bank),"Kasna , Greater Noida, Gautam Budh nagar (U. P), 0120-2341201                7303488239, Gautam budh nagar, Dist. Gautam Buddha Nagar",7303488239,shalini.bahadur050773@gmail.com,Govt.,Camps
623,G R Blood Centre AND Component Agra,"G.R. Hospital & Research Centre Pvt. Ltd. (Blood Bank). Barouli, Ahir, Shamshabad Road, Near Bhole Baba Dairy, Barauli Aheer, Shamshabad Road, Agra, Agra, Dist. Agra",7520951612,grbloodbank2012@gmail.com,Private,Camps
624,Guru Nanak Dev Charitable Blood Centre,"Khasra Number 124,Siddhbali Vihar Colony, Bashirpur Post Jalalabad, Najibabad, Najibabad, Dist. Bijnor",8191838937,gurunanakbloodcentrenazibabad@gmail.com,Charitable/Vol,Camps
625,Hapur Charitable Blood Centre,"2nd Floor, W-5/921, New Alok colony, Opp Dewan Public School, Meerut Road, Hapur, U.P., Hapur, Dist. Hapur",8171895659,shivani2013singhal@gmail.com,Charitable/Vol,Camps
626,Hardoi Blood & Component Centre,"Whole Blood, PRBC,FFP, Platelet Concentrate  Address: New Rajdhani hospital Lucknow chungi,SRJ Lawn, Lucknow Road, Hardoi, Dist. Hardoi",9005545013,hardoibloodandcomponate9076@gmail.com,Private,Camps
627,Hasan Hospital AND Blood Center,"Risia mode,Nanpara Road, Bahraich, Dist. Bahraich","9839374918, 7985410463",yog86sil@gmail.com,Private,Camps
628,Heritage Institute Of Medical Sciences Blood Centre,"3rd Floor, Hospital Building, Near Mohan Sarai, Ram Nagar Bypass, Bhadwar, Varanasi, Varanasi, Dist. Varanasi",9591609848,principal@heritage.ims.com,Private,Camps
629,Hind Charitable Blood Centre,"Plot No. H-1,1ST Floor,Pratap Vihar,Vijay Nagar, Ghaziabad, U.P, Pratap Vihar,Vijay nagar, Dist. Ghaziabad",8448217787,hindcharitablebloodcentre@gmail.com,Charitable/Vol,Camps
630,HIND CHARITABLE BLOOD CENTRE,"Basement PNB Building, Bairaj Road, Opp. NCC Ground, Bijnor, Dist. Bijnor",9690186173,hindbloodbankbijnor@gmail.com,Charitable/Vol,Camps
631,Hospital Block Dr Ram Manohar Lohia Institute Of Medical Science Gomti Nagar,"Dr. Ram Manohar Lohia institute of medical Sciences, Lucknow, Lucknow, Dist. Lucknow",5226692071,blbankrmllko@rediffmail.com,Govt.,Camps
632,Ima Blood Centre Moradabad,"Court compund, Moradabad, Dist. Moradabad",9997726414,imabloodbank22@gmail.com,Charitable/Vol,Camps
